Tipo;Bairro;Quartos;Vagas;Suites;Area;Valor;Condominio;IPTU;Valor Bruto;Valor m2;Valor Bruto m2;Tipo Agregado
Apartamento;Maracanã;1;1;1;120;1000.0;985.0;150.0;2135.0;8.33;17.79;Apartamento
Apartamento;Recreio dos Bandeirantes;4;3;2;181;3500.0;1080.0;423.0;5003.0;19.34;27.64;Apartamento
Apartamento;Tijuca;2;1;1;70;1500.0;890.0;68.0;2458.0;21.43;35.11;Apartamento
Casa de Condomínio;Barra da Tijuca;5;6;5;640;13800.0;980.0;1800.0;16580.0;21.56;25.91;Apartamento
Apartamento;Vaz Lobo;2;0;0;70;1000.0;32.0;0.0;1032.0;14.29;14.74;Apartamento
Apartamento;Madureira;2;0;0;40;600.0;415.0;0.0;1015.0;15.0;25.38;Apartamento
Apartamento;Recreio dos Bandeirantes;2;0;0;75;1700.0;659.0;0.0;2359.0;22.67;31.45;Apartamento
Apartamento;Copacabana;2;1;1;81;2900.0;893.0;190.0;3983.0;35.8;49.17;Apartamento
Casa;Bonsucesso;2;0;0;51;1000.0;0.0;0.0;1000.0;19.61;19.61;Casa
Casa de Condomínio;Barra da Tijuca;5;3;5;1000;20000.0;1800.0;1800.0;23600.0;20.0;23.6;Apartamento
Apartamento;Praça Seca;3;0;0;90;900.0;330.0;15.0;1245.0;10.0;13.83;Apartamento
Apartamento;Vila Isabel;3;3;1;124;1700.0;1400.0;0.0;3100.0;13.71;25.0;Apartamento
Apartamento;Recreio dos Bandeirantes;5;3;4;430;6000.0;899.0;750.0;7649.0;13.95;17.79;Apartamento
Apartamento;Ipanema;2;0;1;75;5200.0;476.0;120.0;5796.0;69.33;77.28;Apartamento
Apartamento;São Conrado;5;2;3;400;13000.0;4165.0;689.0;17854.0;32.5;44.64;Apartamento
Apartamento;Freguesia (Jacarepaguá);3;2;1;126;1500.0;1000.0;150.0;2650.0;11.9;21.03;Apartamento
Apartamento;Laranjeiras;2;1;1;70;2300.0;620.0;190.0;3110.0;32.86;44.43;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;1;94;1900.0;1300.0;198.0;3398.0;20.21;36.15;Apartamento
Apartamento;Barra da Tijuca;4;3;4;192;5000.0;2200.0;562.0;7762.0;26.04;40.43;Apartamento
Apartamento;Copacabana;1;0;0;43;1600.0;452.0;242.0;2294.0;37.21;53.35;Apartamento
Apartamento;Barra da Tijuca;2;1;1;70;2200.0;780.0;0.0;2980.0;31.43;42.57;Apartamento
Apartamento;São Francisco Xavier;3;1;1;73;1200.0;520.0;0.0;1720.0;16.44;23.56;Apartamento
Apartamento;Copacabana;3;0;0;120;3000.0;1420.0;0.0;4420.0;25.0;36.83;Apartamento
Casa de Condomínio;Vargem Grande;5;4;5;300;5000.0;1500.0;250.0;6750.0;16.67;22.5;Apartamento
Apartamento;Pechincha;2;1;0;64;800.0;248.0;14.0;1062.0;12.5;16.59;Apartamento
Apartamento;Copacabana;1;0;0;45;2800.0;450.0;30.0;3280.0;62.22;72.89;Apartamento
Apartamento;Laranjeiras;2;0;0;110;2500.0;968.0;167.0;3635.0;22.73;33.05;Apartamento
Apartamento;Ipanema;4;3;3;433;37000.0;9800.0;0.0;46800.0;85.45;108.08;Apartamento
Apartamento;Flamengo;2;0;0;85;2700.0;800.0;1150.0;4650.0;31.76;54.71;Apartamento
Apartamento;Leme;3;1;1;175;8000.0;1380.0;0.0;9380.0;45.71;53.6;Apartamento
Casa;Engenho Novo;2;0;0;70;1100.0;0.0;0.0;1100.0;15.71;15.71;Casa
Apartamento;Jacarepaguá;2;1;0;68;1100.0;540.0;0.0;1640.0;16.18;24.12;Apartamento
Apartamento;Humaitá;2;1;0;64;2500.0;520.0;0.0;3020.0;39.06;47.19;Apartamento
Apartamento;Copacabana;1;0;1;37;2500.0;447.0;20.0;2967.0;67.57;80.19;Apartamento
Apartamento;Copacabana;4;2;2;240;10000.0;2000.0;700.0;12700.0;41.67;52.92;Apartamento
Casa de Condomínio;Barra da Tijuca;4;3;2;188;6000.0;1022.0;0.0;7022.0;31.91;37.35;Apartamento
Apartamento;Barra da Tijuca;3;2;2;137;12500.0;1850.0;271.0;14621.0;91.24;106.72;Apartamento
Apartamento;Barra da Tijuca;14;2;2;212;5000.0;1200.0;650.0;6850.0;23.58;32.31;Apartamento
Apartamento;Irajá;2;1;0;65;1100.0;255.0;0.0;1355.0;16.92;20.85;Apartamento
Apartamento;Barra da Tijuca;2;2;1;105;3000.0;1500.0;0.0;4500.0;28.57;42.86;Apartamento
Apartamento;Vila Isabel;2;1;0;70;1100.0;550.0;0.0;1650.0;15.71;23.57;Apartamento
Apartamento;São Conrado;4;3;4;600;23000.0;16864.0;3910.0;43774.0;38.33;72.96;Apartamento
Apartamento;Gávea;3;1;1;108;5000.0;1769.0;226.0;6995.0;46.3;64.77;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;2;85;2300.0;1350.0;125.0;3775.0;27.06;44.41;Apartamento
Apartamento;Catete;1;0;0;45;1600.0;500.0;55.0;2155.0;35.56;47.89;Apartamento
Quitinete;Copacabana;1;0;0;15;1100.0;600.0;0.0;1700.0;73.33;113.33;Apartamento
Apartamento;Barra da Tijuca;3;2;3;160;7000.0;1087.0;455.0;8542.0;43.75;53.39;Apartamento
Casa de Vila;Quintino Bocaiúva;2;1;0;48;750.0;0.0;0.0;750.0;15.62;15.62;Casa
Apartamento;Lagoa;3;2;1;130;5000.0;1000.0;300.0;6300.0;38.46;48.46;Apartamento
Apartamento;Freguesia (Jacarepaguá);3;2;1;100;2100.0;780.0;140.0;3020.0;21.0;30.2;Apartamento
Apartamento;Freguesia (Jacarepaguá);3;2;3;180;5500.0;1200.0;318.0;7018.0;30.56;38.99;Apartamento
Apartamento;Copacabana;3;0;0;80;2500.0;800.0;157.0;3457.0;31.25;43.21;Apartamento
Casa de Condomínio;Barra da Tijuca;3;0;2;367;6000.0;510.0;423.0;6933.0;16.35;18.89;Apartamento
Apartamento;Recreio dos Bandeirantes;3;1;1;85;1900.0;450.0;112.0;2462.0;22.35;28.96;Apartamento
Casa;Jardim Botânico;2;4;1;107;9500.0;0.0;1091.0;10591.0;88.79;98.98;Casa
Apartamento;Barra da Tijuca;5;4;3;171;9000.0;2000.0;3500.0;14500.0;52.63;84.8;Apartamento
Apartamento;Centro;1;0;0;42;2200.0;619.0;202.0;3021.0;52.38;71.93;Apartamento
Apartamento;Méier;2;1;0;62;1000.0;600.0;38.0;1638.0;16.13;26.42;Apartamento
Quitinete;Leblon;1;0;0;25;1950.0;360.0;58.0;2368.0;78.0;94.72;Apartamento
Apartamento;Leblon;4;3;4;260;13500.0;3100.0;0.0;16600.0;51.92;63.85;Apartamento
Casa;Recreio dos Bandeirantes;4;4;2;367;12000.0;0.0;653.0;12653.0;32.7;34.48;Casa
Apartamento;Grajaú;2;0;0;65;1400.0;415.0;21.0;1836.0;21.54;28.25;Apartamento
Apartamento;Lagoa;4;3;1;180;11000.0;2530.0;812.0;14342.0;61.11;79.68;Apartamento
Apartamento;Copacabana;1;0;0;43;1800.0;639.0;76.0;2515.0;41.86;58.49;Apartamento
Apartamento;Lagoa;2;1;1;80;2200.0;2600.0;420.0;5220.0;27.5;65.25;Apartamento
Apartamento;Flamengo;2;1;0;57;2800.0;832.0;98.0;3730.0;49.12;65.44;Apartamento
Apartamento;Campo Grande;3;1;1;98;1800.0;950.0;0.0;2750.0;18.37;28.06;Apartamento
Apartamento;Jardim Botânico;3;1;2;170;6000.0;860.0;540.0;7400.0;35.29;43.53;Apartamento
Apartamento;Leblon;4;2;2;207;15500.0;6000.0;934.0;22434.0;74.88;108.38;Apartamento
Apartamento;Barra da Tijuca;4;4;4;518;38000.0;5004.0;1747.0;44751.0;73.36;86.39;Apartamento
Apartamento;Ipanema;1;0;1;50;2400.0;897.0;26.0;3323.0;48.0;66.46;Apartamento
Quitinete;Copacabana;1;0;0;35;1700.0;400.0;55.0;2155.0;48.57;61.57;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;1;150;2500.0;1012.0;0.0;3512.0;16.67;23.41;Apartamento
Apartamento;Copacabana;2;0;0;65;2700.0;710.0;130.0;3540.0;41.54;54.46;Apartamento
Apartamento;Recreio dos Bandeirantes;4;3;2;300;4500.0;1500.0;580.0;6580.0;15.0;21.93;Apartamento
Apartamento;Recreio dos Bandeirantes;2;2;1;115;1900.0;661.0;0.0;2561.0;16.52;22.27;Apartamento
Casa de Vila;Jacarepaguá;3;1;0;100;2000.0;100.0;0.0;2100.0;20.0;21.0;Casa
Apartamento;Recreio dos Bandeirantes;3;3;1;110;1500.0;873.0;0.0;2373.0;13.64;21.57;Apartamento
Casa;Botafogo;12;5;0;500;18000.0;0.0;1800.0;19800.0;36.0;39.6;Casa
Apartamento;Barra da Tijuca;4;3;4;304;13000.0;3800.0;1350.0;18150.0;42.76;59.7;Apartamento
Casa de Condomínio;Barra da Tijuca;4;2;4;280;8500.0;750.0;620.0;9870.0;30.36;35.25;Apartamento
Apartamento;Tijuca;3;1;0;88;2300.0;790.0;885.0;3975.0;26.14;45.17;Apartamento
Apartamento;Ipanema;3;1;1;145;7200.0;2900.0;500.0;10600.0;49.66;73.1;Apartamento
Casa;Catete;10;0;10;300;15000.0;0.0;220.0;15220.0;50.0;50.73;Casa
Apartamento;Urca;1;0;0;53;2800.0;770.0;0.0;3570.0;52.83;67.36;Apartamento
Apartamento;Ipanema;3;1;1;116;5000.0;1600.0;316.0;6916.0;43.1;59.62;Apartamento
Apartamento;Tijuca;3;1;0;116;2000.0;790.0;194.0;2984.0;17.24;25.72;Apartamento
Apartamento;Vila Isabel;3;0;0;82;1200.0;664.0;86.0;1950.0;14.63;23.78;Apartamento
Quitinete;Glória;1;0;1;26;850.0;321.0;29.0;1200.0;32.69;46.15;Apartamento
Apartamento;Barra da Tijuca;3;2;1;130;4800.0;1700.0;433.0;6933.0;36.92;53.33;Apartamento
Apartamento;Freguesia (Jacarepaguá);3;1;1;90;1700.0;595.0;0.0;2295.0;18.89;25.5;Apartamento
Apartamento;Flamengo;2;1;0;68;2000.0;536.0;148.0;2684.0;29.41;39.47;Apartamento
Apartamento;Copacabana;1;0;0;60;2800.0;620.0;128.0;3548.0;46.67;59.13;Apartamento
Apartamento;Taquara;2;1;0;53;1100.0;450.0;150.0;1700.0;20.75;32.08;Apartamento
Apartamento;Penha;2;0;0;64;950.0;180.0;0.0;1130.0;14.84;17.66;Apartamento
Apartamento;Jardim Botânico;3;1;1;130;6400.0;1500.0;0.0;7900.0;49.23;60.77;Apartamento
Apartamento;Leblon;2;1;0;90;3500.0;1300.0;200.0;5000.0;38.89;55.56;Apartamento
Apartamento;Leblon;4;2;4;200;8500.0;2710.0;945.0;12155.0;42.5;60.78;Apartamento
Apartamento;Tijuca;1;1;1;84;2000.0;718.0;120.0;2838.0;23.81;33.79;Apartamento
Quitinete;Gardênia Azul;1;0;0;20;485.0;0.0;0.0;485.0;24.25;24.25;Apartamento
Apartamento;Flamengo;1;0;0;30;1490.0;315.0;55.0;1860.0;49.67;62.0;Apartamento
Casa;São Conrado;4;0;4;1200;25000.0;0.0;0.0;25000.0;20.83;20.83;Casa
Apartamento;Maracanã;2;0;0;79;1700.0;600.0;0.0;2300.0;21.52;29.11;Apartamento
Apartamento;Copacabana;1;1;0;150;3000.0;1200.0;390.0;4590.0;20.0;30.6;Apartamento
Apartamento;Barra da Tijuca;3;2;3;156;5500.0;2300.0;398.0;8198.0;35.26;52.55;Apartamento
Apartamento;Flamengo;1;0;1;38;1450.0;690.0;55.0;2195.0;38.16;57.76;Apartamento
Apartamento;Botafogo;2;0;0;115;2200.0;1045.0;190.0;3435.0;19.13;29.87;Apartamento
Apartamento;Tijuca;2;0;0;49;1800.0;180.0;0.0;1980.0;36.73;40.41;Apartamento
Apartamento;Jacarepaguá;2;1;1;80;1900.0;1350.0;100.0;3350.0;23.75;41.88;Apartamento
Apartamento;Copacabana;2;0;0;120;3800.0;1000.0;197.0;4997.0;31.67;41.64;Apartamento
Apartamento;Barra da Tijuca;2;1;1;70;1800.0;681.0;120.0;2601.0;25.71;37.16;Apartamento
Apartamento;Bonsucesso;3;1;0;98;2800.0;390.0;0.0;3190.0;28.57;32.55;Apartamento
Apartamento;Barra da Tijuca;2;1;1;70;3240.0;950.0;0.0;4190.0;46.29;59.86;Apartamento
Apartamento;Flamengo;2;1;0;90;3200.0;980.0;0.0;4180.0;35.56;46.44;Apartamento
Apartamento;Ipanema;2;0;0;99;3300.0;920.0;0.0;4220.0;33.33;42.63;Apartamento
Apartamento;Copacabana;3;1;0;80;3100.0;700.0;1208.0;5008.0;38.75;62.6;Apartamento
Apartamento;Copacabana;2;1;0;74;2600.0;1021.0;0.0;3621.0;35.14;48.93;Apartamento
Apartamento;Humaitá;2;1;0;75;2900.0;926.0;90.0;3916.0;38.67;52.21;Apartamento
Apartamento;Barra da Tijuca;4;3;4;250;9500.0;2800.0;523.0;12823.0;38.0;51.29;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;1;80;1600.0;770.0;108.0;2478.0;20.0;30.98;Apartamento
Apartamento;Recreio dos Bandeirantes;3;4;1;217;3300.0;947.0;547.0;4794.0;15.21;22.09;Apartamento
Apartamento;Ipanema;4;1;3;250;12000.0;2300.0;1037.0;15337.0;48.0;61.35;Apartamento
Casa;Campo Grande;2;1;2;100;1500.0;0.0;30.0;1530.0;15.0;15.3;Casa
Apartamento;São Conrado;3;2;1;140;4700.0;1620.0;515.0;6835.0;33.57;48.82;Apartamento
Apartamento;Barra da Tijuca;4;3;2;260;7500.0;3550.0;350.0;11400.0;28.85;43.85;Apartamento
Apartamento;Laranjeiras;2;0;0;85;2100.0;700.0;95.0;2895.0;24.71;34.06;Apartamento
Apartamento;Rio Comprido;2;1;0;69;1900.0;600.0;70.0;2570.0;27.54;37.25;Apartamento
Apartamento;Freguesia (Jacarepaguá);1;1;0;49;1050.0;580.0;36.0;1666.0;21.43;34.0;Apartamento
Apartamento;Andaraí;2;1;0;56;1900.0;607.0;89.0;2596.0;33.93;46.36;Apartamento
Casa;Vargem Grande;2;1;0;70;1900.0;580.0;25.0;2505.0;27.14;35.79;Casa
Apartamento;Ipanema;4;3;4;480;39000.0;9400.0;0.0;48400.0;81.25;100.83;Apartamento
Apartamento;Barra da Tijuca;4;3;3;180;7000.0;1935.0;449.0;9384.0;38.89;52.13;Apartamento
Apartamento;Copacabana;2;0;0;81;3000.0;770.0;159.0;3929.0;37.04;48.51;Apartamento
Apartamento;Barra da Tijuca;2;1;1;88;2400.0;1313.0;0.0;3713.0;27.27;42.19;Apartamento
Apartamento;Vargem Pequena;2;1;1;80;1100.0;650.0;0.0;1750.0;13.75;21.88;Apartamento
Casa de Condomínio;Tanque;2;0;1;100;1500.0;160.0;80.0;1740.0;15.0;17.4;Apartamento
Apartamento;Ipanema;3;3;3;169;9000.0;2300.0;886.0;12186.0;53.25;72.11;Apartamento
Apartamento;Flamengo;4;2;2;423;12000.0;3795.0;1253.0;17048.0;28.37;40.3;Apartamento
Apartamento;Quintino Bocaiúva;2;0;0;67;900.0;320.0;0.0;1220.0;13.43;18.21;Apartamento
Apartamento;Leblon;3;1;0;74;3300.0;700.0;83.0;4083.0;44.59;55.18;Apartamento
Apartamento;Copacabana;2;0;0;110;2800.0;800.0;120.0;3720.0;25.45;33.82;Apartamento
Apartamento;Leme;1;0;0;31;1140.0;420.0;24.0;1584.0;36.77;51.1;Apartamento
Apartamento;Recreio dos Bandeirantes;2;2;1;90;1500.0;720.0;199.0;2419.0;16.67;26.88;Apartamento
Casa;Santa Teresa;5;3;0;260;7000.0;0.0;163.0;7163.0;26.92;27.55;Casa
Apartamento;Barra da Tijuca;2;1;0;70;2400.0;1800.0;150.0;4350.0;34.29;62.14;Apartamento
Casa de Condomínio;Recreio dos Bandeirantes;4;3;4;198;4500.0;1160.0;3012.0;8672.0;22.73;43.8;Apartamento
Apartamento;Inhaúma;3;1;0;60;750.0;236.0;0.0;986.0;12.5;16.43;Apartamento
Apartamento;Glória;1;0;0;48;1400.0;480.0;20.0;1900.0;29.17;39.58;Apartamento
Apartamento;Copacabana;5;1;1;400;8500.0;2160.0;365.0;11025.0;21.25;27.56;Apartamento
Apartamento;Ipanema;2;1;0;45;3000.0;575.0;25.0;3600.0;66.67;80.0;Apartamento
Apartamento;Pechincha;2;1;0;65;950.0;640.0;126.0;1716.0;14.62;26.4;Apartamento
Apartamento;Leblon;2;0;0;100;3800.0;900.0;195.0;4895.0;38.0;48.95;Apartamento
Apartamento;Grajaú;3;2;1;90;2950.0;700.0;100.0;3750.0;32.78;41.67;Apartamento
Apartamento;Marechal Hermes;2;1;0;70;850.0;200.0;0.0;1050.0;12.14;15.0;Apartamento
Apartamento;Grajaú;1;0;0;30;800.0;283.0;187.0;1270.0;26.67;42.33;Apartamento
Apartamento;Praça Seca;2;1;1;63;1100.0;361.0;0.0;1461.0;17.46;23.19;Apartamento
Apartamento;Barra da Tijuca;3;2;2;480;15000.0;2750.0;650.0;18400.0;31.25;38.33;Apartamento
Apartamento;Recreio dos Bandeirantes;2;2;1;72;1580.0;900.0;140.0;2620.0;21.94;36.39;Apartamento
Apartamento;Laranjeiras;2;0;0;51;1900.0;450.0;25.0;2375.0;37.25;46.57;Apartamento
Apartamento;Botafogo;1;0;0;17;1100.0;330.0;15.0;1445.0;64.71;85.0;Apartamento
Apartamento;Botafogo;3;0;0;100;6050.0;1155.0;234.0;7439.0;60.5;74.39;Apartamento
Apartamento;Lagoa;2;1;1;90;2700.0;1350.0;250.0;4300.0;30.0;47.78;Apartamento
Apartamento;Lagoa;3;3;3;230;6000.0;4600.0;990.0;11590.0;26.09;50.39;Apartamento
Apartamento;Pechincha;2;1;1;62;1700.0;500.0;67.0;2267.0;27.42;36.56;Apartamento
Apartamento;Leblon;2;2;1;113;3500.0;1365.0;387.0;5252.0;30.97;46.48;Apartamento
Apartamento;Flamengo;1;0;0;49;1700.0;440.0;68.0;2208.0;34.69;45.06;Apartamento
Apartamento;Méier;1;0;0;53;900.0;484.0;37.0;1421.0;16.98;26.81;Apartamento
Apartamento;Vila Isabel;2;1;0;63;1300.0;500.0;0.0;1800.0;20.63;28.57;Apartamento
Casa;Vila da Penha;1;0;0;40;850.0;0.0;0.0;850.0;21.25;21.25;Casa
Quitinete;Copacabana;1;0;0;30;2600.0;500.0;0.0;3100.0;86.67;103.33;Apartamento
Quitinete;Copacabana;1;0;0;30;3200.0;400.0;50.0;3650.0;106.67;121.67;Apartamento
Quitinete;Centro;1;0;1;15;750.0;0.0;0.0;750.0;50.0;50.0;Apartamento
Apartamento;Lagoa;3;3;1;250;11000.0;3500.0;889.0;15389.0;44.0;61.56;Apartamento
Apartamento;Humaitá;3;1;0;95;2300.0;1300.0;120.0;3720.0;24.21;39.16;Apartamento
Apartamento;Flamengo;1;0;0;37;2300.0;485.0;56.0;2841.0;62.16;76.78;Apartamento
Apartamento;Curicica;1;1;0;45;700.0;356.0;126.0;1182.0;15.56;26.27;Apartamento
Apartamento;Barra da Tijuca;2;1;0;90;2000.0;980.0;1600.0;4580.0;22.22;50.89;Apartamento
Apartamento;Barra da Tijuca;1;1;1;80;1700.0;980.0;250.0;2930.0;21.25;36.62;Apartamento
Casa;Vaz Lobo;1;0;0;35;400.0;0.0;0.0;400.0;11.43;11.43;Casa
Apartamento;Barra da Tijuca;2;1;1;70;2200.0;1000.0;70.0;3270.0;31.43;46.71;Apartamento
Apartamento;Barra da Tijuca;4;3;1;190;5500.0;1600.0;435.0;7535.0;28.95;39.66;Apartamento
Apartamento;Copacabana;3;1;0;140;3500.0;1250.0;0.0;4750.0;25.0;33.93;Apartamento
Apartamento;Tijuca;1;1;1;87;1400.0;1057.0;162.0;2619.0;16.09;30.1;Apartamento
Apartamento;Barra da Tijuca;4;3;2;210;5300.0;2080.0;500.0;7880.0;25.24;37.52;Apartamento
Casa de Condomínio;Santíssimo;2;1;0;70;800.0;200.0;0.0;1000.0;11.43;14.29;Apartamento
Apartamento;Méier;1;0;0;50;1000.0;390.0;16.0;1406.0;20.0;28.12;Apartamento
Apartamento;Flamengo;4;1;0;240;6000.0;2050.0;701.0;8751.0;25.0;36.46;Apartamento
Apartamento;Leblon;4;3;4;300;30000.0;4273.0;1557.0;35830.0;100.0;119.43;Apartamento
Apartamento;Ipanema;3;1;1;140;7200.0;2900.0;500.0;10600.0;51.43;75.71;Apartamento
Casa de Condomínio;Jardim Botânico;4;4;1;380;12000.0;870.0;1290.0;14160.0;31.58;37.26;Apartamento
Apartamento;Jardim Botânico;2;1;1;86;4100.0;830.0;257.0;5187.0;47.67;60.31;Apartamento
Apartamento;Recreio dos Bandeirantes;4;3;4;203;6000.0;1200.0;420.0;7620.0;29.56;37.54;Apartamento
Apartamento;Leblon;3;1;0;110;6200.0;885.0;0.0;7085.0;56.36;64.41;Apartamento
Casa de Condomínio;Barra da Tijuca;4;4;3;280;11000.0;1200.0;1100.0;13300.0;39.29;47.5;Apartamento
Apartamento;Tijuca;2;1;0;60;1800.0;420.0;0.0;2220.0;30.0;37.0;Apartamento
Apartamento;Barra da Tijuca;2;1;1;140;4500.0;910.0;420.0;5830.0;32.14;41.64;Apartamento
Apartamento;Andaraí;1;0;1;30;1100.0;580.0;0.0;1680.0;36.67;56.0;Apartamento
Apartamento;Pechincha;2;1;0;52;700.0;420.0;35.0;1155.0;13.46;22.21;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;1;75;2300.0;1220.0;134.0;3654.0;30.67;48.72;Apartamento
Apartamento;Freguesia (Jacarepaguá);2;1;0;55;1000.0;390.0;36.0;1426.0;18.18;25.93;Apartamento
Apartamento;Água Santa;2;1;0;70;800.0;250.0;14.0;1064.0;11.43;15.2;Apartamento
Apartamento;Lagoa;2;1;0;77;2700.0;1050.0;302.0;4052.0;35.06;52.62;Apartamento
Apartamento;Copacabana;3;1;1;194;7500.0;1710.0;4641.0;13851.0;38.66;71.4;Apartamento
Apartamento;Leblon;3;3;1;208;8000.0;1700.0;965.0;10665.0;38.46;51.27;Apartamento
Quitinete;Copacabana;1;0;0;25;1200.0;318.0;0.0;1518.0;48.0;60.72;Apartamento
Apartamento;Gávea;3;1;2;220;7000.0;3200.0;450.0;10650.0;31.82;48.41;Apartamento
Apartamento;Barra da Tijuca;3;2;1;204;4600.0;2321.0;489.0;7410.0;22.55;36.32;Apartamento
Apartamento;Barra da Tijuca;3;1;3;80;2800.0;1300.0;0.0;4100.0;35.0;51.25;Apartamento
Apartamento;Leblon;4;2;2;205;15000.0;6000.0;772.0;21772.0;73.17;106.2;Apartamento
Apartamento;Barra da Tijuca;3;2;1;165;6500.0;1503.0;330.0;8333.0;39.39;50.5;Apartamento
Apartamento;Leblon;3;2;1;140;4500.0;2552.0;595.0;7647.0;32.14;54.62;Apartamento
Apartamento;Laranjeiras;3;1;1;150;3200.0;1504.0;301.0;5005.0;21.33;33.37;Apartamento
Apartamento;Moneró;1;1;0;47;1200.0;290.0;49.0;1539.0;25.53;32.74;Apartamento
Apartamento;Tijuca;2;1;0;70;1850.0;748.0;48.0;2646.0;26.43;37.8;Apartamento
Apartamento;Leblon;2;1;1;82;5900.0;1128.0;300.0;7328.0;71.95;89.37;Apartamento
Apartamento;Grajaú;2;0;0;70;1300.0;447.0;0.0;1747.0;18.57;24.96;Apartamento
Apartamento;Recreio dos Bandeirantes;4;2;2;160;1900.0;830.0;0.0;2730.0;11.88;17.06;Apartamento
Apartamento;Barra da Tijuca;4;4;4;330;20000.0;1800.0;10500.0;32300.0;60.61;97.88;Apartamento
Casa;Itanhangá;3;2;1;321;9000.0;1400.0;0.0;10400.0;28.04;32.4;Casa
Casa;Taquara;3;1;0;100;2100.0;250.0;0.0;2350.0;21.0;23.5;Casa
Apartamento;Barra da Tijuca;3;2;1;140;4900.0;1600.0;3580.0;10080.0;35.0;72.0;Apartamento
Apartamento;Flamengo;2;1;1;60;3400.0;978.0;130.0;4508.0;56.67;75.13;Apartamento
Apartamento;Itanhangá;2;1;1;58;900.0;500.0;212.0;1612.0;15.52;27.79;Apartamento
Apartamento;Tijuca;3;1;1;106;2050.0;872.0;1008.0;3930.0;19.34;37.08;Apartamento
Apartamento;Leme;1;0;0;55;2000.0;585.0;79.0;2664.0;36.36;48.44;Apartamento
Casa;Campo Grande;2;1;0;100;1300.0;0.0;0.0;1300.0;13.0;13.0;Casa
Apartamento;Ipanema;3;3;3;310;16000.0;3000.0;1100.0;20100.0;51.61;64.84;Apartamento
Apartamento;Vila Isabel;2;1;1;79;1300.0;950.0;30.0;2280.0;16.46;28.86;Apartamento
Apartamento;Barra da Tijuca;2;1;1;102;2500.0;1478.0;255.0;4233.0;24.51;41.5;Apartamento
Apartamento;Copacabana;3;1;1;160;4000.0;1617.0;300.0;5917.0;25.0;36.98;Apartamento
Quitinete;Copacabana;1;0;0;38;1800.0;500.0;100.0;2400.0;47.37;63.16;Apartamento
Apartamento;Copacabana;1;0;0;30;1200.0;650.0;54.0;1904.0;40.0;63.47;Apartamento
Apartamento;Quintino Bocaiúva;2;0;0;80;900.0;170.0;0.0;1070.0;11.25;13.38;Apartamento
Apartamento;Ipanema;3;1;0;80;4000.0;1200.0;251.0;5451.0;50.0;68.14;Apartamento
Apartamento;Leblon;4;2;2;300;28000.0;3480.0;0.0;31480.0;93.33;104.93;Apartamento
Apartamento;Freguesia (Jacarepaguá);3;1;1;77;2000.0;580.0;80.0;2660.0;25.97;34.55;Apartamento
Apartamento;Jardim Botânico;3;2;2;145;4680.0;1296.0;317.0;6293.0;32.28;43.4;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;1;185;2500.0;1355.0;2917.0;6772.0;13.51;36.61;Apartamento
Apartamento;Barra da Tijuca;1;1;1;68;2800.0;1250.0;219.0;4269.0;41.18;62.78;Apartamento
Apartamento;Jardim Botânico;2;2;1;83;3500.0;1630.0;196.0;5326.0;42.17;64.17;Apartamento
Apartamento;Leblon;3;2;1;180;9500.0;2804.0;950.0;13254.0;52.78;73.63;Apartamento
Apartamento;Copacabana;2;1;1;110;4000.0;1010.0;252.0;5262.0;36.36;47.84;Apartamento
Apartamento;Botafogo;3;0;0;123;3200.0;421.0;182.0;3803.0;26.02;30.92;Apartamento
Apartamento;Recreio dos Bandeirantes;3;3;1;180;1300.0;1635.0;320.0;3255.0;7.22;18.08;Apartamento
Apartamento;Barra da Tijuca;3;2;3;120;2800.0;1280.0;360.0;4440.0;23.33;37.0;Apartamento
Apartamento;Leblon;2;3;1;168;9000.0;2124.0;563.0;11687.0;53.57;69.57;Apartamento
Casa de Condomínio;Campo Grande;2;2;0;100;1200.0;40.0;1.0;1241.0;12.0;12.41;Apartamento
Apartamento;Barra da Tijuca;1;0;0;71;2100.0;1200.0;220.0;3520.0;29.58;49.58;Apartamento
Apartamento;Tijuca;2;1;1;81;2350.0;849.0;80.0;3279.0;29.01;40.48;Apartamento
Apartamento;Jacarepaguá;2;1;1;67;2000.0;636.0;75.0;2711.0;29.85;40.46;Apartamento
Apartamento;Recreio dos Bandeirantes;3;3;3;200;3900.0;800.0;310.0;5010.0;19.5;25.05;Apartamento
Apartamento;São Francisco Xavier;3;1;0;90;1900.0;210.0;160.0;2270.0;21.11;25.22;Apartamento
Apartamento;Lagoa;2;1;1;56;3500.0;1490.0;323.0;5313.0;62.5;94.88;Apartamento
Apartamento;Leblon;4;2;1;200;11500.0;3055.0;500.0;15055.0;57.5;75.28;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;1;65;1800.0;680.0;100.0;2580.0;27.69;39.69;Apartamento
Casa;Barra da Tijuca;6;4;6;540;25000.0;2333.0;2900.0;30233.0;46.3;55.99;Casa
